batter,total_runs,total_innings,total_balls,total_fours,total_sixes,dismissals,highest_score,hundreds,fifties,batting_avg,strike_rate,bowler,wickets,runs_conceded,balls_bowled,bowling_avg,economy,bowling_sr,player_name
Mushfiqur Rahim,6226.0,174.0,12804.0,715.0,36.0,158.0,219.0,13.0,26.0,39.40506329113924,48.6254295532646,0,0.0,0.0,0.0,0.0,0.0,0.0,Mushfiqur Rahim
Mushfiqur Rahman,155.0,8.0,476.0,18.0,0.0,6.0,46.0,0.0,0.0,25.83333333333333,32.563025210084035,Mushfiqur Rahman,7.0,342.0,500.0,48.85714285714285,4.104,71.42857142857143,Mushfiqur Rahman
Mushtaq Ahmed,20.0,2.0,55.0,2.0,0.0,1.0,14.0,0.0,0.0,20.0,36.36363636363637,Mushtaq Ahmed,2.0,202.0,307.0,101.0,3.947882736156352,153.5,Mushtaq Ahmed
Mustafizur Rahman,66.0,22.0,163.0,3.0,5.0,15.0,16.0,0.0,0.0,4.4,40.49079754601227,Mustafizur Rahman,31.0,1167.0,2162.0,37.64516129032258,3.2386679000925067,69.74193548387096,Mustafizur Rahman
N Al Khadeer,16.0,2.0,31.0,3.0,0.0,1.0,16.0,0.0,0.0,16.0,51.61290322580645,N Al Khadeer,3.0,114.0,201.0,38.0,3.4029850746268657,67.0,N Al Khadeer
N Boje,576.0,24.0,983.0,92.0,3.0,17.0,82.0,0.0,2.0,33.88235294117647,58.59613428280773,N Boje,37.0,1911.0,3413.0,51.648648648648646,3.35950776443012,92.24324324324324,N Boje
N Brand,66.0,4.0,129.0,11.0,0.0,4.0,34.0,0.0,0.0,16.5,51.16279069767442,N Brand,8.0,174.0,236.0,21.75,4.423728813559322,29.5,N Brand
N Burger,33.0,5.0,113.0,4.0,0.0,4.0,23.0,0.0,0.0,8.25,29.20353982300885,N Burger,14.0,259.0,379.0,18.5,4.100263852242744,27.071428571428573,N Burger
N Deonarine,622.0,25.0,1472.0,66.0,6.0,24.0,82.0,0.0,5.0,25.916666666666668,42.255434782608695,N Deonarine,22.0,660.0,1289.0,30.0,3.072148952676493,58.59090909090909,N Deonarine
N Dickwella,2757.0,96.0,4158.0,304.0,11.0,88.0,96.0,0.0,22.0,31.329545454545453,66.3059163059163,0,0.0,0.0,0.0,0.0,0.0,0.0,N Dickwella
N Hussain,721.0,19.0,1693.0,92.0,2.0,19.0,116.0,1.0,5.0,37.94736842105263,42.58712344949793,0,0.0,0.0,0.0,0.0,0.0,0.0,N Hussain
N M'shangwe,8.0,4.0,18.0,2.0,0.0,4.0,8.0,0.0,0.0,2.0,44.44444444444444,N M'shangwe,8.0,457.0,791.0,57.125,3.466498103666245,98.875,N M'shangwe
N Mlaba,46.0,7.0,70.0,9.0,0.0,6.0,15.0,0.0,0.0,7.666666666666667,65.71428571428571,N Mlaba,15.0,502.0,769.0,33.46666666666667,3.916775032509753,51.266666666666666,N Mlaba
N Ncube,17.0,2.0,23.0,0.0,1.0,2.0,14.0,0.0,0.0,8.5,73.91304347826086,N Ncube,1.0,126.0,210.0,126.0,3.6,200.0,N Ncube
N Niranjana,27.0,1.0,83.0,4.0,0.0,1.0,27.0,0.0,0.0,27.0,32.53012048192771,N Niranjana,5.0,66.0,165.0,13.2,2.4000000000000004,33.0,N Niranjana
N Pradeep,132.0,48.0,362.0,19.0,0.0,32.0,17.0,0.0,0.0,4.125,36.46408839779006,N Pradeep,71.0,3088.0,5183.0,43.49295774647887,3.574763650395524,73.0,N Pradeep
N Wagner,875.0,81.0,1693.0,96.0,36.0,61.0,66.0,0.0,1.0,14.344262295081966,51.683402244536325,N Wagner,265.0,7331.0,13860.0,27.664150943396223,3.1735930735930733,52.301886792452834,N Wagner
N de Klerk,114.0,7.0,280.0,16.0,1.0,7.0,61.0,0.0,1.0,16.285714285714285,40.71428571428572,N de Klerk,5.0,340.0,486.0,68.0,4.197530864197531,97.2,N de Klerk
NA McSweeney,72.0,6.0,212.0,11.0,0.0,5.0,39.0,0.0,0.0,14.4,33.9622641509434,0,0.0,0.0,0.0,0.0,0.0,0.0,NA McSweeney
NA Saini,8.0,2.0,27.0,1.0,0.0,2.0,5.0,0.0,0.0,4.0,29.629629629629623,NA Saini,4.0,172.0,257.0,43.0,4.01556420233463,64.25,NA Saini
NB Mahwire,136.0,10.0,315.0,20.0,2.0,6.0,50.0,0.0,1.0,22.666666666666668,43.17460317460318,NB Mahwire,11.0,488.0,650.0,44.36363636363637,4.504615384615384,59.09090909090909,NB Mahwire
ND McKenzie,1610.0,45.0,3848.0,206.0,7.0,41.0,226.0,3.0,5.0,39.26829268292683,41.83991683991684,ND McKenzie,0.0,14.0,31.0,0.0,2.7096774193548385,0.0,ND McKenzie
NE Bonner,803.0,25.0,2347.0,87.0,3.0,23.0,123.0,2.0,3.0,34.91304347826087,34.213890072432896,NE Bonner,1.0,87.0,121.0,87.0,4.31404958677686,121.0,NE Bonner
NG Smith,125.0,6.0,261.0,12.0,3.0,6.0,42.0,0.0,0.0,20.83333333333333,47.89272030651341,NG Smith,11.0,411.0,533.0,37.36363636363637,4.626641651031894,48.45454545454545,NG Smith
NGRP Jayasuriya,253.0,33.0,766.0,27.0,0.0,30.0,28.0,0.0,0.0,8.433333333333334,33.02872062663185,NGRP Jayasuriya,118.0,3712.0,6743.0,31.45762711864407,3.3029808690493843,57.144067796610166,NGRP Jayasuriya
NJ Astle,693.0,25.0,1373.0,95.0,0.0,23.0,128.0,1.0,4.0,30.130434782608692,50.47341587764021,NJ Astle,11.0,270.0,589.0,24.545454545454547,2.750424448217317,53.54545454545455,NJ Astle
NJ Shaw,13.0,2.0,46.0,1.0,0.0,2.0,13.0,0.0,0.0,6.5,28.26086956521739,NJ Shaw,8.0,182.0,490.0,22.75,2.2285714285714286,61.25,NJ Shaw
NLTC Perera,203.0,10.0,278.0,21.0,4.0,10.0,75.0,0.0,1.0,20.3,73.02158273381295,NLTC Perera,11.0,660.0,956.0,60.0,4.142259414225942,86.9090909090909,NLTC Perera
NM Hauritz,426.0,24.0,855.0,50.0,3.0,16.0,75.0,0.0,2.0,26.625,49.82456140350877,NM Hauritz,65.0,2286.0,4255.0,35.16923076923077,3.2235017626321976,65.46153846153847,NM Hauritz
NM Lyon,1647.0,175.0,3274.0,207.0,14.0,129.0,47.0,0.0,0.0,12.767441860465116,50.30543677458766,NM Lyon,586.0,17399.0,34507.0,29.69112627986348,3.0252992146521,58.88566552901024,NM Lyon
NO Miller,5.0,2.0,57.0,0.0,0.0,2.0,5.0,0.0,0.0,2.5,8.771929824561402,NO Miller,1.0,67.0,132.0,67.0,3.0454545454545454,132.0,NO Miller
NR Sciver,440.0,10.0,860.0,56.0,0.0,11.0,169.0,1.0,2.0,40.0,51.16279069767442,NR Sciver,9.0,321.0,717.0,35.666666666666664,2.6861924686192467,79.66666666666667,NR Sciver
NR Sciver-Brunt,371.0,8.0,535.0,53.0,0.0,8.0,128.0,1.0,3.0,46.375,69.34579439252336,NR Sciver-Brunt,2.0,134.0,287.0,67.0,2.8013937282229966,143.5,NR Sciver-Brunt
NR Welch,319.0,14.0,722.0,32.0,5.0,13.0,90.0,0.0,3.0,24.53846153846154,44.18282548476454,0,0.0,0.0,0.0,0.0,0.0,0.0,NR Welch
NRD Compton,775.0,30.0,2156.0,84.0,3.0,27.0,117.0,2.0,2.0,28.703703703703702,35.94619666048238,0,0.0,0.0,0.0,0.0,0.0,0.0,NRD Compton
NT Nyamhuri,18.0,4.0,64.0,1.0,0.0,4.0,9.0,0.0,0.0,4.5,28.125,NT Nyamhuri,2.0,147.0,198.0,73.5,4.454545454545455,99.0,NT Nyamhuri
NT Paranavitana,1792.0,60.0,4285.0,206.0,5.0,56.0,111.0,2.0,11.0,32.0,41.82030338389732,NT Paranavitana,1.0,86.0,102.0,86.0,5.0588235294117645,102.0,NT Paranavitana
NW Bracken,8.0,2.0,21.0,0.0,0.0,1.0,6.0,0.0,0.0,8.0,38.095238095238095,NW Bracken,3.0,236.0,451.0,78.66666666666667,3.139689578713969,150.33333333333334,NW Bracken
Naeem Islam,383.0,13.0,994.0,48.0,4.0,9.0,108.0,1.0,1.0,42.55555555555556,38.53118712273642,Naeem Islam,0.0,284.0,485.0,0.0,3.51340206185567,0.0,Naeem Islam
Nafees Iqbal,221.0,12.0,526.0,31.0,0.0,12.0,54.0,0.0,1.0,18.416666666666668,42.01520912547528,0,0.0,0.0,0.0,0.0,0.0,0.0,Nafees Iqbal
Nahid Rana,17.0,15.0,88.0,3.0,0.0,7.0,11.0,0.0,0.0,2.4285714285714284,19.318181818181817,Nahid Rana,27.0,1189.0,1494.0,44.03703703703704,4.775100401606426,55.333333333333336,Nahid Rana
Naseem Shah,144.0,27.0,459.0,15.0,8.0,19.0,33.0,0.0,0.0,7.578947368421052,31.37254901960784,Naseem Shah,62.0,2190.0,3475.0,35.32258064516129,3.781294964028777,56.04838709677419,Naseem Shah
Nasir Hossain,1044.0,32.0,1922.0,119.0,10.0,31.0,100.0,1.0,6.0,33.67741935483871,54.31841831425598,Nasir Hossain,9.0,461.0,924.0,51.22222222222222,2.993506493506493,102.66666666666669,Nasir Hossain
Nauman Ali,385.0,30.0,815.0,42.0,10.0,23.0,97.0,0.0,1.0,16.73913043478261,47.23926380368098,Nauman Ali,102.0,2452.0,4718.0,24.03921568627451,3.118270453582026,46.25490196078432,Nauman Ali
Naved-ul-Hasan,26.0,2.0,26.0,3.0,1.0,2.0,25.0,0.0,0.0,13.0,100.0,Naved-ul-Hasan,5.0,99.0,201.0,19.8,2.955223880597015,40.2,Naved-ul-Hasan
Nayeem Hasan,227.0,20.0,562.0,20.0,0.0,16.0,26.0,0.0,0.0,14.1875,40.39145907473309,Nayeem Hasan,44.0,1313.0,2476.0,29.84090909090909,3.181744749596122,56.27272727272727,Nayeem Hasan
Nazimuddin,125.0,6.0,320.0,17.0,2.0,6.0,78.0,0.0,1.0,20.83333333333333,39.0625,0,0.0,0.0,0.0,0.0,0.0,0.0,Nazimuddin
Nazmul Hossain,8.0,2.0,12.0,0.0,1.0,0.0,8.0,0.0,0.0,8.0,66.66666666666666,Nazmul Hossain,3.0,80.0,174.0,26.666666666666668,2.7586206896551726,58.0,Nazmul Hossain
Nazmul Hossain Shanto,2028.0,71.0,3971.0,223.0,28.0,69.0,163.0,6.0,5.0,29.39130434782609,51.07025938050869,Nazmul Hossain Shanto,0.0,87.0,118.0,0.0,4.423728813559322,0.0,Nazmul Hossain Shanto
Nazmul Islam,4.0,2.0,16.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,25.0,Nazmul Islam,4.0,76.0,174.0,19.0,2.6206896551724137,43.5,Nazmul Islam
Nithish Kumar Reddy,396.0,16.0,693.0,40.0,10.0,15.0,114.0,1.0,0.0,26.4,57.14285714285714,Nithish Kumar Reddy,8.0,372.0,520.0,46.5,4.292307692307692,65.0,Nithish Kumar Reddy
Nurul Hasan,440.0,21.0,697.0,57.0,5.0,21.0,64.0,0.0,3.0,20.952380952380956,63.127690100430414,0,0.0,0.0,0.0,0.0,0.0,0.0,Nurul Hasan
O Shields,9.0,3.0,13.0,2.0,0.0,3.0,9.0,0.0,0.0,3.0,69.23076923076923,O Shields,5.0,186.0,264.0,37.2,4.227272727272728,52.8,O Shields
OA Shah,143.0,8.0,362.0,18.0,2.0,8.0,57.0,0.0,1.0,17.875,39.50276243093923,OA Shah,0.0,31.0,33.0,0.0,5.636363636363637,0.0,OA Shah
OAC Banks,108.0,6.0,298.0,15.0,0.0,3.0,47.0,0.0,0.0,36.0,36.24161073825504,OAC Banks,10.0,503.0,871.0,50.3,3.464982778415614,87.1,OAC Banks
OE Robinson,410.0,32.0,737.0,50.0,2.0,28.0,58.0,0.0,1.0,14.642857142857142,55.63093622795115,OE Robinson,78.0,1834.0,3878.0,23.512820512820515,2.8375451263537905,49.71794871794872,OE Robinson
OJ Pope,3732.0,113.0,5798.0,440.0,18.0,108.0,205.0,9.0,16.0,34.55555555555556,64.36702311141774,0,0.0,0.0,0.0,0.0,0.0,0.0,OJ Pope
OP Stone,102.0,10.0,234.0,12.0,1.0,9.0,20.0,0.0,0.0,11.333333333333334,43.58974358974359,OP Stone,18.0,418.0,612.0,23.22222222222222,4.098039215686274,34.0,OP Stone
P Dimri,19.0,1.0,47.0,4.0,0.0,0.0,19.0,0.0,0.0,19.0,40.42553191489361,P Dimri,5.0,124.0,246.0,24.8,3.024390243902439,49.2,P Dimri
P Jayawickrama,12.0,6.0,32.0,1.0,0.0,1.0,8.0,0.0,0.0,12.0,37.5,P Jayawickrama,25.0,651.0,1322.0,26.04,2.9546142208774584,52.88,P Jayawickrama
P Kumar,149.0,10.0,161.0,21.0,5.0,10.0,40.0,0.0,0.0,14.9,92.54658385093168,P Kumar,28.0,736.0,1616.0,26.285714285714285,2.732673267326733,57.71428571428572,P Kumar
P Litchfield,136.0,5.0,284.0,20.0,0.0,5.0,46.0,0.0,0.0,27.2,47.88732394366197,0,0.0,0.0,0.0,0.0,0.0,0.0,P Litchfield
P Nissanka,1305.0,31.0,2302.0,151.0,5.0,30.0,187.0,4.0,7.0,43.5,56.68983492615117,0,0.0,0.0,0.0,0.0,0.0,0.0,P Nissanka
P Subrayen,12.0,2.0,19.0,1.0,0.0,2.0,8.0,0.0,0.0,6.0,63.1578947368421,P Subrayen,6.0,180.0,328.0,30.0,3.292682926829269,54.66666666666666,P Subrayen
P Utseya,62.0,6.0,172.0,7.0,0.0,5.0,22.0,0.0,0.0,12.4,36.04651162790697,P Utseya,11.0,368.0,682.0,33.45454545454545,3.2375366568914954,62.0,P Utseya
P Vastrakar,111.0,6.0,314.0,20.0,0.0,4.0,47.0,0.0,0.0,27.75,35.35031847133758,P Vastrakar,16.0,342.0,635.0,21.375,3.231496062992126,39.6875,P Vastrakar
PA Jaques,836.0,18.0,1568.0,92.0,2.0,18.0,150.0,3.0,5.0,46.44444444444444,53.31632653061224,0,0.0,0.0,0.0,0.0,0.0,0.0,PA Jaques
PA Patel,505.0,15.0,896.0,71.0,1.0,15.0,71.0,0.0,5.0,33.666666666666664,56.36160714285714,0,0.0,0.0,0.0,0.0,0.0,0.0,PA Patel
PADLR Sandakan,117.0,16.0,275.0,19.0,0.0,11.0,25.0,0.0,0.0,10.636363636363637,42.54545454545455,PADLR Sandakan,38.0,1296.0,2083.0,34.10526315789474,3.7330772923667785,54.81578947368421,PADLR Sandakan
PD Collingwood,3931.0,107.0,8303.0,429.0,24.0,97.0,206.0,10.0,18.0,40.52577319587629,47.344333373479465,PD Collingwood,19.0,984.0,1789.0,51.78947368421053,3.300167691447736,94.15789473684212,PD Collingwood
PG Fulton,892.0,38.0,2302.0,107.0,15.0,37.0,136.0,2.0,4.0,24.10810810810811,38.748913987836666,0,0.0,0.0,0.0,0.0,0.0,0.0,PG Fulton
PG Raut,134.0,6.0,448.0,15.0,0.0,5.0,41.0,0.0,0.0,26.8,29.910714285714285,0,0.0,0.0,0.0,0.0,0.0,0.0,PG Raut
PHKD Mendis,1316.0,24.0,2067.0,137.0,24.0,24.0,182.0,5.0,5.0,54.833333333333336,63.66715045960329,PHKD Mendis,3.0,117.0,126.0,39.0,5.571428571428571,42.0,PHKD Mendis
PHT Kaushal,106.0,12.0,245.0,16.0,0.0,10.0,18.0,0.0,0.0,10.6,43.26530612244898,PHT Kaushal,27.0,1142.0,1690.0,42.2962962962963,4.054437869822485,62.5925925925926,PHT Kaushal
PJ Cummins,1567.0,107.0,3327.0,155.0,35.0,94.0,64.0,0.0,3.0,16.670212765957448,47.09948902915539,PJ Cummins,321.0,7261.0,14509.0,22.61993769470405,3.0026879867668343,45.1993769470405,PJ Cummins
PJ Hughes,1535.0,49.0,2871.0,199.0,11.0,46.0,160.0,3.0,7.0,33.369565217391305,53.46569139672588,0,0.0,0.0,0.0,0.0,0.0,0.0,PJ Hughes
PJ Malan,156.0,6.0,530.0,11.0,0.0,6.0,84.0,0.0,1.0,26.0,29.433962264150946,PJ Malan,0.0,5.0,12.0,0.0,2.5,0.0,PJ Malan
PJ Moor,722.0,28.0,1533.0,81.0,7.0,27.0,83.0,0.0,6.0,26.74074074074074,47.09719504240052,0,0.0,0.0,0.0,0.0,0.0,0.0,PJ Moor
PJ Wiseman,58.0,3.0,110.0,8.0,0.0,1.0,32.0,0.0,0.0,58.0,52.72727272727272,PJ Wiseman,10.0,615.0,1095.0,61.5,3.3698630136986303,109.5,PJ Wiseman
PL Harris,450.0,46.0,1330.0,47.0,3.0,41.0,46.0,0.0,0.0,10.975609756097562,33.83458646616541,PL Harris,102.0,3984.0,8646.0,39.05882352941177,2.7647467036780013,84.76470588235294,PL Harris
PLS Gamage,6.0,7.0,99.0,0.0,0.0,4.0,3.0,0.0,0.0,1.5,6.0606060606060606,PLS Gamage,10.0,586.0,1125.0,58.6,3.125333333333333,112.5,PLS Gamage
PM Nevill,468.0,23.0,1155.0,52.0,1.0,21.0,66.0,0.0,3.0,22.285714285714285,40.51948051948053,0,0.0,0.0,0.0,0.0,0.0,0.0,PM Nevill
PM Pushpakumara,102.0,8.0,225.0,15.0,2.0,6.0,42.0,0.0,0.0,17.0,45.33333333333333,PM Pushpakumara,14.0,527.0,860.0,37.642857142857146,3.676744186046512,61.42857142857143,PM Pushpakumara
PM Siddle,1149.0,92.0,2418.0,125.0,4.0,77.0,51.0,0.0,2.0,14.92207792207792,47.51861042183623,PM Siddle,225.0,6992.0,13789.0,31.07555555555556,3.042425121473639,61.284444444444446,PM Siddle
PP Chawla,6.0,3.0,23.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0,26.08695652173913,PP Chawla,7.0,285.0,494.0,40.71428571428572,3.461538461538461,70.57142857142857,PP Chawla
PP Ojha,89.0,27.0,493.0,7.0,0.0,10.0,18.0,0.0,0.0,8.9,18.052738336714,PP Ojha,116.0,3548.0,7647.0,30.58620689655172,2.783836798744605,65.92241379310344,PP Ojha
PP Shaw,339.0,9.0,395.0,48.0,2.0,8.0,134.0,1.0,2.0,42.375,85.82278481012658,0,0.0,0.0,0.0,0.0,0.0,0.0,PP Shaw
PR Adams,83.0,8.0,169.0,10.0,0.0,4.0,18.0,0.0,0.0,20.75,49.11242603550296,PR Adams,13.0,504.0,887.0,38.76923076923077,3.4092446448703493,68.23076923076923,PR Adams
PR George,2.0,2.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,18.181818181818183,PR George,2.0,86.0,169.0,43.0,3.053254437869823,84.5,PR George
PR Stirling,415.0,16.0,653.0,51.0,7.0,16.0,103.0,1.0,1.0,25.9375,63.55283307810107,PR Stirling,0.0,11.0,12.0,0.0,5.5,0.0,PR Stirling
PS Masvaure,351.0,15.0,998.0,43.0,1.0,15.0,74.0,0.0,3.0,23.4,35.170340681362724,PS Masvaure,0.0,61.0,93.0,0.0,3.935483870967742,0.0,PS Masvaure
PSP Handscomb,1079.0,35.0,2236.0,125.0,1.0,28.0,110.0,2.0,5.0,38.535714285714285,48.25581395348838,0,0.0,0.0,0.0,0.0,0.0,0.0,PSP Handscomb
PT Collins,10.0,6.0,66.0,0.0,0.0,6.0,6.0,0.0,0.0,1.6666666666666667,15.151515151515152,PT Collins,15.0,633.0,1113.0,42.2,3.4123989218328843,74.2,PT Collins
PVD Chameera,104.0,21.0,342.0,13.0,0.0,19.0,22.0,0.0,0.0,5.473684210526316,30.4093567251462,PVD Chameera,32.0,1356.0,2068.0,42.375,3.934235976789168,64.625,PVD Chameera
PWA Mulder,1253.0,40.0,2168.0,152.0,17.0,35.0,367.0,3.0,1.0,35.8,57.79520295202952,PWA Mulder,39.0,1040.0,2071.0,26.666666666666668,3.013037180106229,53.1025641025641,PWA Mulder
PWH de Silva,196.0,7.0,227.0,29.0,1.0,9.0,59.0,0.0,1.0,21.77777777777778,86.34361233480176,PWH de Silva,4.0,403.0,677.0,100.75,3.571639586410635,169.25,PWH de Silva
Pankaj Singh,10.0,4.0,20.0,2.0,0.0,3.0,9.0,0.0,0.0,3.333333333333333,50.0,Pankaj Singh,2.0,300.0,452.0,150.0,3.9823008849557526,200.0,Pankaj Singh
Q de Kock,3300.0,91.0,4670.0,411.0,33.0,87.0,141.0,6.0,22.0,37.93103448275862,70.66381156316916,0,0.0,0.0,0.0,0.0,0.0,0.0,Q de Kock
R Ashwin,3485.0,150.0,6395.0,398.0,23.0,134.0,124.0,6.0,14.0,26.007462686567163,54.49569976544175,R Ashwin,553.0,13302.0,27140.0,24.054249547920435,2.9407516580692703,49.07775768535262,R Ashwin
R Chandrika,140.0,10.0,449.0,11.0,0.0,10.0,37.0,0.0,0.0,14.0,31.1804008908686,0,0.0,0.0,0.0,0.0,0.0,0.0,R Chandrika
R Clarke,96.0,3.0,253.0,8.0,1.0,3.0,55.0,0.0,1.0,32.0,37.94466403162055,R Clarke,4.0,60.0,174.0,15.0,2.0689655172413794,43.5,R Clarke
R Dhar,78.0,2.0,164.0,15.0,0.0,2.0,57.0,0.0,1.0,39.0,47.5609756097561,R Dhar,2.0,55.0,156.0,27.5,2.1153846153846154,78.0,R Dhar
R Dravid,5925.0,143.0,13756.0,728.0,12.0,125.0,270.0,16.0,27.0,47.4,43.07211398662402,0,0.0,0.0,0.0,0.0,0.0,0.0,R Dravid
R Kaia,59.0,6.0,161.0,8.0,0.0,7.0,48.0,0.0,0.0,8.428571428571429,36.64596273291926,R Kaia,0.0,165.0,180.0,0.0,5.5,0.0,R Kaia
R MacDonald-Gay,22.0,4.0,118.0,1.0,0.0,4.0,15.0,0.0,0.0,5.5,18.64406779661017,R MacDonald-Gay,3.0,146.0,211.0,48.66666666666666,4.151658767772512,70.33333333333333,R MacDonald-Gay
R McLaren,47.0,3.0,108.0,6.0,0.0,2.0,33.0,0.0,0.0,23.5,43.51851851851852,R McLaren,3.0,163.0,269.0,54.333333333333336,3.635687732342008,89.66666666666667,R McLaren
R Mutumbami,217.0,12.0,461.0,29.0,1.0,11.0,43.0,0.0,0.0,19.727272727272727,47.071583514099785,0,0.0,0.0,0.0,0.0,0.0,0.0,R Mutumbami
R Ngarava,132.0,15.0,265.0,15.0,2.0,11.0,28.0,0.0,0.0,12.0,49.81132075471698,R Ngarava,16.0,825.0,1330.0,51.5625,3.721804511278195,83.125,R Ngarava
R Rampaul,335.0,31.0,629.0,40.0,10.0,22.0,40.0,0.0,0.0,15.227272727272728,53.25914149443561,R Rampaul,49.0,1755.0,3486.0,35.816326530612244,3.02065404475043,71.14285714285714,R Rampaul
R Ravindra,1526.0,37.0,2378.0,170.0,20.0,32.0,240.0,4.0,5.0,47.6875,64.17157275021026,R Ravindra,12.0,533.0,1032.0,44.41666666666666,3.0988372093023258,86.0,R Ravindra
R de Swardt,99.0,4.0,222.0,13.0,0.0,3.0,64.0,0.0,1.0,33.0,44.5945945945946,R de Swardt,3.0,125.0,271.0,41.66666666666666,2.767527675276753,90.33333333333331,R de Swardt
RA Austin,39.0,4.0,216.0,4.0,0.0,4.0,19.0,0.0,0.0,9.75,18.055555555555557,RA Austin,3.0,155.0,332.0,51.66666666666666,2.801204819277108,110.66666666666669,RA Austin
RA Jadeja,4075.0,132.0,7373.0,397.0,81.0,112.0,175.0,6.0,28.0,36.38392857142857,55.269225552692255,RA Jadeja,350.0,8996.0,20264.0,25.702857142857145,2.6636399526253456,57.89714285714286,RA Jadeja
RA Reifer,298.0,14.0,739.0,38.0,2.0,13.0,62.0,0.0,3.0,22.923076923076923,40.32476319350474,RA Reifer,3.0,170.0,339.0,56.66666666666666,3.008849557522124,113.0,RA Reifer
RA Young,169.0,10.0,420.0,19.0,1.0,7.0,57.0,0.0,1.0,24.142857142857142,40.23809523809524,0,0.0,0.0,0.0,0.0,0.0,0.0,RA Young
RAS Lakmal,934.0,109.0,1940.0,114.0,12.0,82.0,42.0,0.0,0.0,11.390243902439025,48.144329896907216,RAS Lakmal,173.0,6450.0,12573.0,37.283236994219656,3.0780243378668573,72.67630057803468,RAS Lakmal
RD Jacobs,173.0,9.0,382.0,19.0,3.0,8.0,107.0,1.0,0.0,21.625,45.28795811518325,0,0.0,0.0,0.0,0.0,0.0,0.0,RD Jacobs
RD Rickelton,897.0,27.0,1701.0,106.0,7.0,25.0,259.0,2.0,1.0,35.88,52.733686067019406,0,0.0,0.0,0.0,0.0,0.0,0.0,RD Rickelton
RG Sharma,4301.0,116.0,7546.0,473.0,88.0,107.0,212.0,12.0,18.0,40.19626168224299,56.99708454810496,RG Sharma,2.0,228.0,383.0,114.0,3.5718015665796345,191.5,RG Sharma
RJ Burns,1789.0,59.0,4089.0,220.0,2.0,59.0,133.0,3.0,11.0,30.322033898305083,43.75152849107361,0,0.0,0.0,0.0,0.0,0.0,0.0,RJ Burns
RJ Harris,603.0,38.0,962.0,66.0,9.0,28.0,74.0,0.0,3.0,21.535714285714285,62.68191268191268,RJ Harris,114.0,2770.0,5767.0,24.29824561403509,2.881914340211549,50.58771929824562,RJ Harris
RJ Kirtley,29.0,6.0,116.0,1.0,1.0,6.0,12.0,0.0,0.0,4.833333333333333,25.0,RJ Kirtley,15.0,409.0,788.0,27.266666666666666,3.1142131979695438,52.53333333333333,RJ Kirtley
RJ Peterson,403.0,19.0,541.0,54.0,2.0,15.0,84.0,0.0,2.0,26.866666666666667,74.4916820702403,RJ Peterson,34.0,1383.0,2307.0,40.6764705882353,3.596879063719116,67.8529411764706,RJ Peterson
RJ Quiney,9.0,3.0,22.0,1.0,0.0,3.0,9.0,0.0,0.0,3.0,40.909090909090914,RJ Quiney,0.0,30.0,151.0,0.0,1.1920529801324502,0.0,RJ Quiney
RJ Sidebottom,309.0,30.0,883.0,37.0,0.0,19.0,31.0,0.0,0.0,16.263157894736842,34.994337485843715,RJ Sidebottom,79.0,2317.0,4706.0,29.329113924050635,2.954101147471313,59.56962025316456,RJ Sidebottom
RK Kleinveldt,27.0,5.0,61.0,1.0,2.0,3.0,17.0,0.0,0.0,9.0,44.26229508196721,RK Kleinveldt,10.0,433.0,695.0,43.3,3.7381294964028777,69.5,RK Kleinveldt
RKJ Dawson,35.0,5.0,111.0,4.0,0.0,3.0,15.0,0.0,0.0,11.666666666666666,31.53153153153153,RKJ Dawson,3.0,240.0,325.0,80.0,4.430769230769231,108.33333333333331,RKJ Dawson
RL Chase,2484.0,105.0,5409.0,258.0,22.0,101.0,137.0,5.0,11.0,24.594059405940595,45.92346089850249,RL Chase,95.0,4604.0,7682.0,48.463157894736845,3.595938557667274,80.86315789473684,RL Chase
RL Haynes,383.0,11.0,961.0,51.0,0.0,12.0,98.0,0.0,3.0,31.916666666666668,39.85431841831426,RL Haynes,3.0,54.0,159.0,18.0,2.037735849056604,53.0,RL Haynes
RL Johnson,6.0,1.0,23.0,1.0,0.0,1.0,6.0,0.0,0.0,6.0,26.08695652173913,RL Johnson,10.0,93.0,201.0,9.3,2.776119402985074,20.1,RL Johnson
RM Farrell,20.0,3.0,41.0,1.0,0.0,2.0,8.0,0.0,0.0,10.0,48.78048780487805,RM Farrell,10.0,98.0,427.0,9.8,1.3770491803278688,42.7,RM Farrell
RM Patidar,63.0,6.0,164.0,9.0,0.0,6.0,32.0,0.0,0.0,10.5,38.41463414634146,0,0.0,0.0,0.0,0.0,0.0,0.0,RM Patidar
RMMP Rathnayake,190.0,6.0,325.0,22.0,3.0,6.0,72.0,0.0,1.0,31.666666666666668,58.46153846153847,RMMP Rathnayake,14.0,418.0,696.0,29.857142857142858,3.603448275862069,49.71428571428572,RMMP Rathnayake
RMS Eranga,193.0,26.0,469.0,26.0,0.0,15.0,45.0,0.0,0.0,12.866666666666667,41.15138592750533,RMS Eranga,58.0,2206.0,3942.0,38.03448275862069,3.3576864535768647,67.96551724137932,RMS Eranga
