batter,total_runs,total_innings,total_balls,total_fours,total_sixes,dismissals,highest_score,hundreds,fifties,batting_avg,strike_rate,bowler,wickets,runs_conceded,balls_bowled,bowling_avg,economy,bowling_sr,player_name
RN Lewis,1.0,2.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,10.0,RN Lewis,3.0,68.0,125.0,22.666666666666668,3.264,41.66666666666666,RN Lewis
RO Hinds,203.0,12.0,577.0,23.0,2.0,12.0,37.0,0.0,0.0,16.916666666666668,35.181975736568454,RO Hinds,12.0,674.0,1194.0,56.16666666666666,3.3869346733668344,99.5,RO Hinds
RP Singh,116.0,19.0,276.0,16.0,1.0,16.0,30.0,0.0,0.0,7.25,42.028985507246375,RP Singh,40.0,1731.0,2560.0,43.275,4.05703125,64.0,RP Singh
RR Pant,3476.0,86.0,4694.0,373.0,95.0,79.0,159.0,8.0,18.0,44.0,74.05198125266298,0,0.0,0.0,0.0,0.0,0.0,0.0,RR Pant
RR Powar,13.0,2.0,18.0,2.0,0.0,2.0,7.0,0.0,0.0,6.5,72.22222222222221,RR Powar,6.0,118.0,254.0,19.666666666666668,2.787401574803149,42.333333333333336,RR Powar
RR Sarwan,2558.0,61.0,4752.0,325.0,10.0,61.0,291.0,10.0,10.0,41.9344262295082,53.829966329966325,RR Sarwan,4.0,486.0,727.0,121.5,4.011004126547455,181.75,RR Sarwan
RRS Cornwall,256.0,16.0,427.0,35.0,4.0,13.0,73.0,0.0,2.0,19.692307692307693,59.95316159250586,RRS Cornwall,27.0,1227.0,2500.0,45.44444444444444,2.9448,92.5925925925926,RRS Cornwall
RS Bopara,575.0,19.0,1092.0,71.0,2.0,18.0,143.0,3.0,0.0,31.944444444444443,52.65567765567766,RS Bopara,2.0,295.0,442.0,147.5,4.004524886877828,200.0,RS Bopara
RS Gayakwad,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,RS Gayakwad,7.0,299.0,725.0,42.71428571428572,2.47448275862069,103.57142857142856,RS Gayakwad
RS Morton,343.0,18.0,729.0,49.0,4.0,18.0,67.0,0.0,2.0,19.05555555555556,47.05075445816186,RS Morton,0.0,30.0,33.0,0.0,5.454545454545454,0.0,RS Morton
RT Ponting,6733.0,159.0,11494.0,767.0,30.0,144.0,221.0,17.0,37.0,46.75694444444444,58.57838872455194,RT Ponting,1.0,93.0,158.0,93.0,3.5316455696202533,158.0,RT Ponting
RTM Mendis,408.0,24.0,931.0,41.0,2.0,25.0,45.0,0.0,0.0,16.32,43.82384532760473,RTM Mendis,73.0,2296.0,4179.0,31.45205479452055,3.2964824120603016,57.24657534246575,RTM Mendis
RW Chakabva,984.0,40.0,2512.0,91.0,7.0,35.0,101.0,1.0,5.0,28.114285714285717,39.171974522293,0,0.0,0.0,0.0,0.0,0.0,0.0,RW Chakabva
RW Price,134.0,14.0,372.0,21.0,1.0,12.0,36.0,0.0,0.0,11.166666666666666,36.02150537634409,RW Price,27.0,1046.0,1922.0,38.74074074074074,3.2653485952133194,71.18518518518519,RW Price
RWT Key,153.0,9.0,406.0,18.0,0.0,9.0,52.0,0.0,1.0,17.0,37.68472906403941,0,0.0,0.0,0.0,0.0,0.0,0.0,RWT Key
Rahat Ali,136.0,30.0,370.0,19.0,3.0,15.0,35.0,0.0,0.0,9.066666666666666,36.75675675675676,Rahat Ali,59.0,2237.0,4067.0,37.91525423728814,3.3002212933366115,68.9322033898305,Rahat Ali
Rajin Saleh,482.0,25.0,1373.0,58.0,2.0,25.0,67.0,0.0,2.0,19.28,35.10560815731974,Rajin Saleh,1.0,137.0,201.0,137.0,4.08955223880597,200.0,Rajin Saleh
Raqibul Hasan,301.0,16.0,739.0,33.0,1.0,15.0,65.0,0.0,1.0,20.066666666666663,40.73071718538566,Raqibul Hasan,1.0,15.0,36.0,15.0,2.5,36.0,Raqibul Hasan
Rehan Ahmed,103.0,10.0,182.0,14.0,0.0,10.0,28.0,0.0,0.0,10.3,56.59340659340659,Rehan Ahmed,23.0,695.0,1038.0,30.217391304347824,4.017341040462428,45.130434782608695,Rehan Ahmed
Renuka Singh,9.0,2.0,16.0,2.0,0.0,2.0,8.0,0.0,0.0,4.5,56.25,Renuka Singh,3.0,195.0,301.0,65.0,3.8870431893687702,100.33333333333331,Renuka Singh
Reon King,3.0,2.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,25.0,Reon King,1.0,80.0,186.0,80.0,2.5806451612903225,186.0,Reon King
Robiul Islam,99.0,17.0,203.0,13.0,3.0,11.0,33.0,0.0,0.0,9.0,48.76847290640394,Robiul Islam,27.0,1036.0,1911.0,38.37037037037037,3.2527472527472527,70.77777777777777,Robiul Islam
Rubel Hossain,265.0,44.0,603.0,34.0,4.0,28.0,45.0,0.0,0.0,9.464285714285714,43.946932006633496,Rubel Hossain,39.0,2810.0,4360.0,72.05128205128206,3.86697247706422,111.7948717948718,Rubel Hossain
S Chanderpaul,5995.0,132.0,13587.0,608.0,21.0,110.0,203.0,17.0,31.0,54.5,44.123058806211816,S Chanderpaul,1.0,108.0,170.0,108.0,3.8117647058823527,170.0,S Chanderpaul
S Dhawan,2208.0,57.0,3365.0,299.0,9.0,57.0,190.0,6.0,5.0,38.73684210526316,65.61664190193164,S Dhawan,0.0,26.0,54.0,0.0,2.888888888888889,0.0,S Dhawan
S Ecclestone,196.0,14.0,467.0,23.0,1.0,11.0,35.0,0.0,0.0,17.818181818181817,41.97002141327623,S Ecclestone,42.0,1223.0,2508.0,29.11904761904762,2.9258373205741623,59.71428571428572,S Ecclestone
S Jafta,36.0,7.0,145.0,4.0,0.0,7.0,15.0,0.0,0.0,5.142857142857143,24.82758620689655,0,0.0,0.0,0.0,0.0,0.0,0.0,S Jafta
S Joseph,299.0,22.0,337.0,33.0,13.0,20.0,44.0,0.0,0.0,14.95,88.72403560830861,S Joseph,52.0,1165.0,1773.0,22.403846153846157,3.942470389170897,34.09615384615385,S Joseph
S Konstas,163.0,10.0,291.0,20.0,2.0,10.0,60.0,0.0,1.0,16.3,56.01374570446736,0,0.0,0.0,0.0,0.0,0.0,0.0,S Konstas
S Luus,299.0,8.0,696.0,35.0,1.0,8.0,109.0,1.0,2.0,37.375,42.95977011494253,S Luus,0.0,180.0,277.0,0.0,3.8989169675090256,0.0,S Luus
S Mahmood,52.0,2.0,125.0,4.0,1.0,1.0,49.0,0.0,0.0,52.0,41.6,S Mahmood,6.0,145.0,373.0,24.166666666666668,2.332439678284182,62.16666666666666,S Mahmood
S Mandhana,621.0,11.0,976.0,106.0,3.0,10.0,149.0,2.0,3.0,62.1,63.627049180327866,S Mandhana,0.0,8.0,12.0,0.0,4.0,0.0,S Mandhana
S Matsikenyeri,55.0,6.0,169.0,8.0,0.0,6.0,13.0,0.0,0.0,9.166666666666666,32.544378698224854,S Matsikenyeri,0.0,6.0,6.0,0.0,6.0,0.0,S Matsikenyeri
S Molineux,97.0,4.0,182.0,13.0,0.0,4.0,41.0,0.0,0.0,24.25,53.2967032967033,S Molineux,8.0,174.0,462.0,21.75,2.25974025974026,57.75,S Molineux
S Muthusamy,388.0,11.0,812.0,34.0,4.0,7.0,109.0,1.0,2.0,55.42857142857143,47.783251231527096,S Muthusamy,23.0,611.0,969.0,26.565217391304348,3.78328173374613,42.130434782608695,S Muthusamy
S Nadeem,1.0,3.0,30.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,3.333333333333333,S Nadeem,8.0,277.0,468.0,34.625,3.551282051282051,58.5,S Nadeem
S Nitschke,191.0,8.0,629.0,27.0,1.0,7.0,88.0,0.0,1.0,27.285714285714285,30.36565977742448,S Nitschke,7.0,206.0,668.0,29.428571428571427,1.8502994011976048,95.42857142857144,S Nitschke
S Pandey,49.0,4.0,202.0,5.0,0.0,3.0,28.0,0.0,0.0,16.333333333333332,24.257425742574256,S Pandey,3.0,125.0,203.0,41.66666666666666,3.6945812807881775,67.66666666666667,S Pandey
S Prasanna,5.0,1.0,12.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,41.66666666666667,S Prasanna,0.0,82.0,138.0,0.0,3.565217391304348,0.0,S Prasanna
S Rana,121.0,5.0,301.0,19.0,0.0,4.0,80.0,0.0,1.0,30.25,40.19933554817276,S Rana,24.0,492.0,960.0,20.5,3.075,40.0,S Rana
S Randiv,147.0,17.0,480.0,16.0,0.0,15.0,39.0,0.0,0.0,9.8,30.625000000000004,S Randiv,44.0,1643.0,3151.0,37.34090909090909,3.1285306251983496,71.61363636363636,S Randiv
S Samarawickrama,281.0,13.0,374.0,36.0,1.0,12.0,104.0,1.0,0.0,23.416666666666668,75.1336898395722,0,0.0,0.0,0.0,0.0,0.0,0.0,S Samarawickrama
S Shillingford,266.0,26.0,629.0,30.0,9.0,20.0,53.0,0.0,1.0,13.3,42.28934817170112,S Shillingford,72.0,2534.0,4709.0,35.19444444444444,3.2287109789764283,65.40277777777777,S Shillingford
S Sreesanth,252.0,37.0,485.0,34.0,4.0,27.0,35.0,0.0,0.0,9.333333333333334,51.958762886597945,S Sreesanth,84.0,3294.0,5337.0,39.21428571428572,3.703204047217538,63.535714285714285,S Sreesanth
S van Zyl,395.0,17.0,779.0,59.0,0.0,15.0,101.0,1.0,0.0,26.33333333333333,50.70603337612324,S van Zyl,6.0,152.0,405.0,25.33333333333333,2.251851851851852,67.5,S van Zyl
S von Berg,40.0,2.0,111.0,7.0,0.0,2.0,38.0,0.0,0.0,20.0,36.03603603603604,S von Berg,1.0,100.0,174.0,100.0,3.4482758620689653,174.0,S von Berg
SB Odedra,2.0,2.0,35.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.714285714285714,SB Odedra,1.0,51.0,163.0,51.0,1.8773006134969328,163.0,SB Odedra
SB Styris,867.0,23.0,1553.0,117.0,8.0,20.0,170.0,3.0,3.0,43.35,55.82743077913715,SB Styris,7.0,399.0,764.0,57.0,3.133507853403141,109.14285714285714,SB Styris
SC Cook,632.0,19.0,1403.0,68.0,0.0,19.0,117.0,3.0,2.0,33.26315789473684,45.04632929436921,SC Cook,0.0,16.0,12.0,0.0,8.0,0.0,SC Cook
SC Ganguly,2577.0,59.0,4420.0,311.0,16.0,55.0,239.0,6.0,13.0,46.85454545454545,58.30316742081448,SC Ganguly,10.0,509.0,1043.0,50.9,2.9280920421860017,104.3,SC Ganguly
SC Kuggeleijn,92.0,6.0,122.0,11.0,3.0,6.0,44.0,0.0,0.0,15.333333333333334,75.40983606557377,SC Kuggeleijn,6.0,316.0,364.0,52.66666666666666,5.208791208791209,60.66666666666666,SC Kuggeleijn
SC Taylor,424.0,9.0,1136.0,50.0,0.0,7.0,115.0,1.0,2.0,60.57142857142857,37.32394366197183,0,0.0,0.0,0.0,0.0,0.0,0.0,SC Taylor
SC Williams,1428.0,40.0,2232.0,174.0,12.0,39.0,137.0,3.0,7.0,36.61538461538461,63.97849462365591,SC Williams,22.0,1047.0,1972.0,47.59090909090909,3.1855983772819467,89.63636363636364,SC Williams
SCG MacGill,60.0,15.0,106.0,8.0,0.0,11.0,29.0,0.0,0.0,5.454545454545454,56.60377358490566,SCG MacGill,75.0,2477.0,4382.0,33.026666666666664,3.391602008215427,58.42666666666667,SCG MacGill
SCJ Broad,3662.0,243.0,5629.0,440.0,55.0,202.0,169.0,1.0,13.0,18.128712871287128,65.05596020607568,SCJ Broad,616.0,17575.0,33896.0,28.53084415584416,3.1109865470852016,55.02597402597402,SCJ Broad
SD Hope,2247.0,86.0,5171.0,260.0,10.0,84.0,147.0,4.0,6.0,26.75,43.45387739315413,0,0.0,0.0,0.0,0.0,0.0,0.0,SD Hope
SD Robson,336.0,11.0,756.0,42.0,1.0,11.0,127.0,1.0,1.0,30.545454545454547,44.44444444444444,0,0.0,0.0,0.0,0.0,0.0,0.0,SD Robson
SD Udal,51.0,3.0,87.0,5.0,1.0,2.0,33.0,0.0,0.0,25.5,58.620689655172406,SD Udal,2.0,186.0,336.0,93.0,3.321428571428572,168.0,SD Udal
SE Bond,115.0,10.0,289.0,12.0,4.0,8.0,41.0,0.0,0.0,14.375,39.7923875432526,SE Bond,45.0,807.0,1473.0,17.933333333333334,3.287169042769857,32.733333333333334,SE Bond
SE Marsh,2265.0,68.0,5173.0,266.0,8.0,65.0,182.0,6.0,10.0,34.84615384615385,43.785037695727816,0,0.0,0.0,0.0,0.0,0.0,0.0,SE Marsh
SH Lewis,24.0,4.0,66.0,3.0,0.0,4.0,20.0,0.0,0.0,6.0,36.36363636363637,SH Lewis,3.0,166.0,241.0,55.333333333333336,4.132780082987551,80.33333333333333,SH Lewis
SI Mahmood,81.0,11.0,161.0,10.0,0.0,10.0,34.0,0.0,0.0,8.1,50.31055900621118,SI Mahmood,22.0,774.0,1141.0,35.18181818181818,4.07011393514461,51.86363636363637,SI Mahmood
SIR Dunkley,228.0,10.0,424.0,30.0,2.0,9.0,74.0,0.0,1.0,25.33333333333333,53.77358490566038,SIR Dunkley,0.0,25.0,18.0,0.0,8.333333333333332,0.0,SIR Dunkley
SJ Andrews,30.0,4.0,60.0,4.0,0.0,2.0,11.0,0.0,0.0,15.0,50.0,SJ Andrews,2.0,92.0,291.0,46.0,1.8969072164948453,145.5,SJ Andrews
SJ Benn,482.0,37.0,799.0,58.0,13.0,32.0,42.0,0.0,0.0,15.0625,60.32540675844806,SJ Benn,90.0,3413.0,7090.0,37.922222222222224,2.888293370944993,78.77777777777777,SJ Benn
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SJ Cook,1.0,121.0,187.0,121.0,3.882352941176471,187.0,SJ Cook
SJ Coyte,3.0,2.0,14.0,0.0,0.0,2.0,3.0,0.0,0.0,1.5,21.428571428571427,SJ Coyte,6.0,139.0,523.0,23.166666666666668,1.5946462715105163,87.16666666666667,SJ Coyte
SJ Elliott,196.0,4.0,597.0,16.0,0.0,3.0,104.0,1.0,1.0,65.33333333333333,32.83082077051927,SJ Elliott,2.0,75.0,167.0,37.5,2.694610778443113,83.5,SJ Elliott
SJ Erwee,479.0,19.0,1108.0,57.0,0.0,18.0,108.0,1.0,1.0,26.61111111111111,43.23104693140794,0,0.0,0.0,0.0,0.0,0.0,0.0,SJ Erwee
SJ Harmison,616.0,61.0,1014.0,84.0,9.0,46.0,49.0,0.0,0.0,13.391304347826088,60.74950690335306,SJ Harmison,151.0,5030.0,8805.0,33.311258278145694,3.4275979557069847,58.311258278145694,SJ Harmison
SJ Taylor,264.0,13.0,535.0,43.0,0.0,12.0,40.0,0.0,0.0,22.0,49.34579439252336,0,0.0,0.0,0.0,0.0,0.0,0.0,SJ Taylor
SK Raina,768.0,31.0,1449.0,100.0,4.0,29.0,120.0,1.0,7.0,26.48275862068965,53.00207039337474,SK Raina,13.0,634.0,1041.0,48.76923076923077,3.6541786743515847,80.07692307692308,SK Raina
SK Warne,590.0,32.0,875.0,70.0,11.0,29.0,71.0,0.0,3.0,20.344827586206897,67.42857142857143,SK Warne,139.0,3322.0,6475.0,23.899280575539567,3.0783011583011586,46.58273381294964,SK Warne
SL Malinga,255.0,27.0,538.0,34.0,6.0,19.0,64.0,0.0,1.0,13.421052631578949,47.39776951672863,SL Malinga,71.0,2619.0,3978.0,36.88732394366197,3.950226244343892,56.0281690140845,SL Malinga
SM Boland,125.0,24.0,395.0,17.0,0.0,15.0,21.0,0.0,0.0,8.333333333333334,31.64556962025317,SM Boland,85.0,1607.0,3214.0,18.905882352941177,3.0,37.811764705882354,SM Boland
SM Curran,815.0,37.0,1272.0,96.0,21.0,33.0,78.0,0.0,3.0,24.696969696969692,64.07232704402516,SM Curran,47.0,1703.0,3113.0,36.234042553191486,3.28236427883071,66.23404255319149,SM Curran
SM Ervine,59.0,2.0,110.0,8.0,1.0,2.0,53.0,0.0,1.0,29.5,53.63636363636364,SM Ervine,4.0,154.0,186.0,38.5,4.967741935483871,46.5,SM Ervine
SM Katich,3625.0,79.0,7307.0,432.0,7.0,77.0,157.0,10.0,21.0,47.07792207792208,49.609963049130975,SM Katich,15.0,445.0,721.0,29.666666666666668,3.703190013869625,48.06666666666667,SM Katich
SM Pollock,1072.0,44.0,1774.0,123.0,13.0,33.0,67.0,0.0,5.0,32.484848484848484,60.42841037204059,SM Pollock,93.0,2669.0,6224.0,28.6989247311828,2.572943444730077,66.9247311827957,SM Pollock
SM Warnapura,799.0,22.0,1364.0,96.0,2.0,21.0,120.0,2.0,7.0,38.04761904761905,58.57771260997068,SM Warnapura,0.0,40.0,54.0,0.0,4.444444444444445,0.0,SM Warnapura
SMSM Senanayake,5.0,1.0,15.0,1.0,0.0,1.0,5.0,0.0,0.0,5.0,33.33333333333333,SMSM Senanayake,1.0,96.0,138.0,96.0,4.173913043478261,138.0,SMSM Senanayake
SN Khan,371.0,11.0,495.0,44.0,8.0,9.0,150.0,1.0,3.0,41.22222222222222,74.94949494949495,0,0.0,0.0,0.0,0.0,0.0,0.0,SN Khan
SN Thakur,377.0,21.0,632.0,46.0,9.0,20.0,67.0,0.0,4.0,18.85,59.65189873417721,SN Thakur,33.0,1055.0,1650.0,31.96969696969697,3.836363636363637,50.0,SN Thakur
SNJ O'Keefe,80.0,10.0,380.0,11.0,0.0,7.0,25.0,0.0,0.0,11.428571428571429,21.052631578947366,SNJ O'Keefe,31.0,835.0,1886.0,26.93548387096774,2.6564156945917285,60.83870967741935,SNJ O'Keefe
SO Dowrich,1528.0,60.0,3253.0,173.0,11.0,52.0,125.0,3.0,9.0,29.384615384615383,46.97202582231786,0,0.0,0.0,0.0,0.0,0.0,0.0,SO Dowrich
SO Hetmyer,825.0,29.0,1118.0,84.0,27.0,28.0,93.0,0.0,5.0,29.464285714285715,73.79248658318426,0,0.0,0.0,0.0,0.0,0.0,0.0,SO Hetmyer
SP Fleming,1690.0,40.0,3057.0,232.0,11.0,40.0,262.0,2.0,9.0,42.25,55.282957147530254,0,0.0,0.0,0.0,0.0,0.0,0.0,SP Fleming
SP Jones,96.0,8.0,180.0,13.0,1.0,4.0,20.0,0.0,0.0,24.0,53.333333333333336,SP Jones,16.0,587.0,860.0,36.6875,4.095348837209302,53.75,SP Jones
SP Narine,40.0,7.0,92.0,4.0,1.0,5.0,22.0,0.0,0.0,8.0,43.47826086956522,SP Narine,21.0,872.0,1659.0,41.523809523809526,3.1537070524412294,79.0,SP Narine
SPD Smith,10686.0,218.0,19812.0,1178.0,68.0,191.0,239.0,37.0,43.0,55.94764397905759,53.93700787401576,SPD Smith,19.0,970.0,1436.0,51.05263157894737,4.052924791086351,75.57894736842105,SPD Smith
SR Clark,248.0,25.0,355.0,22.0,6.0,19.0,39.0,0.0,0.0,13.052631578947368,69.85915492957746,SR Clark,96.0,2329.0,5187.0,24.260416666666668,2.694042799305957,54.03125,SR Clark
SR Harmer,273.0,20.0,738.0,23.0,1.0,16.0,47.0,0.0,0.0,17.0625,36.99186991869919,SR Harmer,70.0,1561.0,3135.0,22.3,2.98755980861244,44.785714285714285,SR Harmer
SR Patel,151.0,9.0,339.0,16.0,1.0,9.0,42.0,0.0,0.0,16.77777777777778,44.54277286135693,SR Patel,7.0,426.0,858.0,60.85714285714285,2.979020979020979,122.57142857142856,SR Patel
SR Tendulkar,6416.0,139.0,11899.0,793.0,30.0,124.0,248.0,18.0,31.0,51.74193548387097,53.92049752080007,SR Tendulkar,11.0,877.0,1319.0,79.72727272727273,3.989385898407885,119.9090909090909,SR Tendulkar
SR Thompson,60.0,4.0,153.0,7.0,0.0,4.0,53.0,0.0,1.0,15.0,39.21568627450981,SR Thompson,8.0,169.0,307.0,21.125,3.3029315960912053,38.375,SR Thompson
SR Watson,3684.0,107.0,6990.0,479.0,31.0,107.0,176.0,4.0,24.0,34.429906542056074,52.7038626609442,SR Watson,75.0,2547.0,5371.0,33.96,2.845280208527276,71.61333333333333,SR Watson
SR Waugh,700.0,13.0,1134.0,101.0,2.0,11.0,102.0,2.0,5.0,63.63636363636363,61.72839506172839,SR Waugh,2.0,132.0,283.0,66.0,2.7985865724381624,141.5,SR Waugh
SS Cottrell,11.0,4.0,24.0,1.0,0.0,4.0,5.0,0.0,0.0,2.75,45.83333333333333,SS Cottrell,2.0,201.0,280.0,100.5,4.307142857142857,140.0,SS Cottrell
SS Iyer,811.0,24.0,1288.0,94.0,16.0,22.0,105.0,1.0,5.0,36.86363636363637,62.965838509316775,SS Iyer,0.0,2.0,6.0,0.0,2.0,0.0,SS Iyer
SSJ Brooks,442.0,23.0,1042.0,58.0,3.0,23.0,68.0,0.0,3.0,19.217391304347824,42.41842610364684,0,0.0,0.0,0.0,0.0,0.0,0.0,SSJ Brooks
ST Finn,279.0,44.0,902.0,36.0,0.0,25.0,56.0,0.0,1.0,11.16,30.93126385809313,ST Finn,127.0,3948.0,6456.0,31.086614173228348,3.6691449814126393,50.83464566929134,ST Finn
ST Gabriel,229.0,86.0,661.0,28.0,6.0,53.0,20.0,0.0,0.0,4.320754716981132,34.64447806354009,ST Gabriel,168.0,5675.0,9648.0,33.779761904761905,3.529228855721393,57.42857142857143,ST Gabriel
ST Jayasuriya,582.0,23.0,818.0,75.0,8.0,22.0,85.0,0.0,3.0,26.454545454545453,71.14914425427872,ST Jayasuriya,11.0,415.0,926.0,37.72727272727273,2.688984881209503,84.18181818181819,ST Jayasuriya
STR Binny,194.0,10.0,334.0,23.0,1.0,9.0,78.0,0.0,1.0,21.55555555555556,58.08383233532935,STR Binny,3.0,260.0,454.0,86.66666666666667,3.436123348017621,151.33333333333334,STR Binny
SV Carlisle,211.0,10.0,544.0,27.0,2.0,10.0,118.0,1.0,0.0,21.1,38.78676470588236,0,0.0,0.0,0.0,0.0,0.0,0.0,SV Carlisle
SV Collyer,3.0,2.0,24.0,0.0,0.0,2.0,3.0,0.0,0.0,1.5,12.5,SV Collyer,1.0,24.0,229.0,24.0,0.6288209606986899,200.0,SV Collyer
SW Ambris,166.0,12.0,356.0,17.0,1.0,12.0,43.0,0.0,0.0,13.833333333333334,46.62921348314607,0,0.0,0.0,0.0,0.0,0.0,0.0,SW Ambris
SW Masakadza,88.0,9.0,240.0,9.0,0.0,8.0,24.0,0.0,0.0,11.0,36.66666666666666,SW Masakadza,18.0,535.0,1069.0,29.72222222222222,3.0028063610851263,59.388888888888886,SW Masakadza
SW Tait,20.0,5.0,47.0,4.0,0.0,3.0,8.0,0.0,0.0,6.666666666666667,42.5531914893617,SW Tait,5.0,314.0,432.0,62.8,4.361111111111111,86.4,SW Tait
Sabbir Rahman,481.0,22.0,876.0,57.0,6.0,21.0,66.0,0.0,4.0,22.904761904761905,54.90867579908676,Sabbir Rahman,0.0,99.0,145.0,0.0,4.096551724137932,0.0,Sabbir Rahman
Saeed Ajmal,451.0,53.0,1085.0,44.0,4.0,39.0,50.0,0.0,1.0,11.564102564102564,41.566820276497694,Saeed Ajmal,183.0,5240.0,11593.0,28.633879781420767,2.711981368066937,63.349726775956285,Saeed Ajmal
Saif Hassan,159.0,11.0,308.0,27.0,2.0,11.0,43.0,0.0,0.0,14.454545454545457,51.62337662337663,Saif Hassan,1.0,27.0,36.0,27.0,4.5,36.0,Saif Hassan
Saim Ayub,364.0,14.0,657.0,38.0,4.0,14.0,77.0,0.0,3.0,26.0,55.403348554033485,Saim Ayub,4.0,143.0,148.0,35.75,5.797297297297297,37.0,Saim Ayub
Sajedul Islam,18.0,6.0,47.0,2.0,0.0,6.0,6.0,0.0,0.0,3.0,38.297872340425535,Sajedul Islam,3.0,239.0,342.0,79.66666666666667,4.192982456140351,114.0,Sajedul Islam
Sajid Khan,225.0,20.0,396.0,24.0,6.0,19.0,48.0,0.0,0.0,11.842105263157896,56.81818181818182,Sajid Khan,68.0,1941.0,3298.0,28.544117647058822,3.531231049120679,48.5,Sajid Khan
Salman Butt,1619.0,52.0,3533.0,238.0,1.0,50.0,122.0,2.0,9.0,32.38,45.82507783753184,Salman Butt,1.0,108.0,138.0,108.0,4.695652173913044,138.0,Salman Butt
Sami Aslam,758.0,25.0,1941.0,78.0,4.0,23.0,91.0,0.0,7.0,32.95652173913044,39.05203503348789,0,0.0,0.0,0.0,0.0,0.0,0.0,Sami Aslam
Saqlain Mushtaq,34.0,6.0,158.0,2.0,0.0,6.0,11.0,0.0,0.0,5.666666666666667,21.518987341772156,Saqlain Mushtaq,9.0,450.0,732.0,50.0,3.688524590163935,81.33333333333333,Saqlain Mushtaq
Sarandeep Singh,4.0,1.0,16.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,25.0,Sarandeep Singh,4.0,57.0,127.0,14.25,2.6929133858267718,31.75,Sarandeep Singh
Sarfraz Ahmed,2907.0,93.0,4202.0,295.0,9.0,83.0,118.0,3.0,21.0,35.024096385542165,69.18134221799144,0,0.0,0.0,0.0,0.0,0.0,0.0,Sarfraz Ahmed
Saud Shakeel,1773.0,40.0,3593.0,179.0,2.0,38.0,208.0,4.0,10.0,46.6578947368421,49.34595045922627,Saud Shakeel,0.0,54.0,37.0,0.0,8.756756756756756,0.0,Saud Shakeel
Shabbir Ahmed,41.0,5.0,88.0,6.0,0.0,4.0,24.0,0.0,0.0,10.25,46.590909090909086,Shabbir Ahmed,19.0,372.0,861.0,19.57894736842105,2.592334494773519,45.31578947368421,Shabbir Ahmed
Shadab Khan,300.0,11.0,480.0,38.0,0.0,9.0,56.0,0.0,3.0,33.333333333333336,62.5,Shadab Khan,14.0,530.0,955.0,37.85714285714285,3.329842931937173,68.21428571428571,Shadab Khan
Shadman Islam,1359.0,47.0,2713.0,157.0,3.0,46.0,120.0,2.0,8.0,29.543478260869566,50.092148912642834,0,0.0,0.0,0.0,0.0,0.0,0.0,Shadman Islam
Shafali Verma,567.0,10.0,765.0,75.0,14.0,8.0,205.0,1.0,3.0,70.875,74.11764705882354,Shafali Verma,1.0,7.0,18.0,7.0,2.333333333333333,18.0,Shafali Verma
Shafiul Islam,211.0,21.0,439.0,31.0,3.0,19.0,53.0,0.0,1.0,11.105263157894736,48.063781321184514,Shafiul Islam,20.0,986.0,1746.0,49.3,3.388316151202749,87.3,Shafiul Islam
Shahadat Hossain,697.0,73.0,1553.0,91.0,7.0,61.0,40.0,0.0,0.0,11.42622950819672,44.880875724404376,Shahadat Hossain,74.0,3400.0,4929.0,45.94594594594594,4.138770541692027,66.60810810810811,Shahadat Hossain
Shaheen Shah Afridi,256.0,44.0,599.0,33.0,5.0,33.0,29.0,0.0,0.0,7.757575757575758,42.73789649415693,Shaheen Shah Afridi,123.0,3567.0,6468.0,29.0,3.308905380333952,52.58536585365854,Shaheen Shah Afridi
Shahid Afridi,401.0,11.0,351.0,47.0,17.0,11.0,156.0,1.0,2.0,36.45454545454545,114.24501424501426,Shahid Afridi,13.0,531.0,900.0,40.84615384615385,3.54,69.23076923076923,Shahid Afridi
Shahid Nazir,84.0,7.0,176.0,9.0,1.0,6.0,27.0,0.0,0.0,14.0,47.72727272727273,Shahid Nazir,17.0,509.0,864.0,29.94117647058824,3.5347222222222223,50.8235294117647,Shahid Nazir
Shahriar Nafees,1188.0,46.0,2090.0,180.0,1.0,46.0,138.0,1.0,6.0,25.82608695652174,56.84210526315789,0,0.0,0.0,0.0,0.0,0.0,0.0,Shahriar Nafees
Shakib Al Hasan,4356.0,124.0,6984.0,531.0,27.0,116.0,217.0,5.0,29.0,37.55172413793103,62.37113402061856,Shakib Al Hasan,236.0,7541.0,14609.0,31.953389830508478,3.0971319049900745,61.90254237288136,Shakib Al Hasan
Shamsur Rahman,305.0,12.0,641.0,40.0,3.0,12.0,106.0,1.0,0.0,25.416666666666668,47.58190327613104,Shamsur Rahman,0.0,5.0,6.0,0.0,5.0,0.0,Shamsur Rahman
